序号,名字,作品数,粉丝数,关注数,简介,主页链接
180,布鲁电影,302,196万,8,一个喜欢看电影的普通靓仔而已,https://www.kuaishou.com/profile/3xhcrptmdnuu6tk
181,专注电影解说，搞笑片段,557,7289,388,电影，搞笑，精彩视频，喜欢的关注一下，么么,https://www.kuaishou.com/profile/3xzs4qw6wywqk7m
182,王牌动作电影解说,2361,1.7万,1,,https://www.kuaishou.com/profile/3xahxrydp7retxq
183,小泡电影解说,7,1万,2971,,https://www.kuaishou.com/profile/3xkw6h6vs8v9mf9
184,小陈说电影,1532,76.9万,174,持续更新悬疑，科幻电影，美剧🎬 感谢关注❤️,https://www.kuaishou.com/profile/3xtspv8vrcc9z5m
185,鲨鱼电影解说（收徒）,226,1.9万,232,学习加vzcy2019nm,https://www.kuaishou.com/profile/3x3eb9ychy97ric
186,湖泊电影动漫解说,9,15,24,,https://www.kuaishou.com/profile/3xqsd9uib5ynvzc
187,电影解说，阿鹏,36,3.8万,116,电影解说，是我最感兴趣的一个爱好，希望我的每一个作，都能让大家开心,https://www.kuaishou.com/profile/3xjuiwixp4ni74a
188,雪狼看电影,2922,125.5万,56,学习请把我的师傅带走 ➕ks20247777777（请备注通过雪狼）  感谢快手官方  支持正能量  每日更新好剧 感谢家人的关注与支持,https://www.kuaishou.com/profile/3xh626wqj482zeq
189,素素电影,1858,85.8万,10,搬运必究,https://www.kuaishou.com/profile/3x7achegt6mt5wa
190,不语电影解说,9,12,3,「不语」非无言，是用镜头拆解光影，用文字沉淀故事。专注深度电影解说，从镜头语言到内核隐喻，带你看懂每部影片藏在沉默里的千言万语。  喜欢点个关注➕吧,https://www.kuaishou.com/profile/3xi78fy2pztq6vk
191,贰哥电影,2668,195.5万,21,✨游戏、动漫、电影✨ ✨搞笑、感动、刺激✨ 每日一更，希望给你带来快乐,https://www.kuaishou.com/profile/3xwvp9inhztupq2
192,丽丽电影解说,266,1.8万,2458,等一个相知相守到老的人,https://www.kuaishou.com/profile/3xnhpsny3yewrf2
193,_缘尽电影解说^,16,329,433,我原以为我在这世上已经做的非常好了，可上天却偏偏给我换来了两个我最不能接受的东西“孤独”与“离别”,https://www.kuaishou.com/profile/3xst6tsk8nj349g
194,辉煌电影解说,111,4.6万,14,感谢你的关注 持续更新精彩好剧 学习👇👇 非诚勿扰 jia295639161,https://www.kuaishou.com/profile/3xrrykeui3eyvvs
195,千寻电影解说,167,3.2万,73,每天更新精彩影片，关注我吧,https://www.kuaishou.com/profile/3x6ud3iv8zmuuns
196,清风电影解说,228,5.8万,4,,https://www.kuaishou.com/profile/3xh3gfc8vzuswri
197,桃妹电影解说,282,4万,12,想看的电影欢迎发到评论区，每天会进行解说 快手稀缺真人原声解说女主播 一位性感有趣，一丝不苟的电影女解说家 关注桃妹，你就是我的铁粉，史上最宠粉主播,https://www.kuaishou.com/profile/3xdp8xfjwt7kr4e
198,阿狸电影解说,147,2.4万,56,在有限的时间里做无限的事！,https://www.kuaishou.com/profile/3xcadv96ygrxvim
199,小狐狸电影解说,8,3.6万,132,感谢快手提供优质的平台 精心挑选，百里挑一，  学播剧bj135839,https://www.kuaishou.com/profile/3xu7m4w2phya8qg
200,包子电影解说,241,1.4万,308,🎥分享原创电影剪辑 🍭感谢大家关注我 🌈感谢快手平台,https://www.kuaishou.com/profile/3xag7ir22cpd4zs
201,伍爷电影（收徒弟）,1059,156.9万,22,拜师学解说+wydy88888880（不免费）,https://www.kuaishou.com/profile/3xu2nunyixveysk
202,凡凡电影解说,7,1.2万,42,解说员,https://www.kuaishou.com/profile/3xhi6pxkx4hsfyu
203,小东北电影解说,18,1.9万,10,❤️想看什么电影私信我 ❤️剪辑不易麻烦留个红心与关注 点点小黄车😊,https://www.kuaishou.com/profile/3xyzs26pfkkes3w
204,《文文电影解说大全》,333,7846,4,,https://www.kuaishou.com/profile/3xnda4is2kh537k
205,小何电影解说,155,9955,13,🤣看剧看电影，向我看齐,https://www.kuaishou.com/profile/3xztwie7csdjc2g
206,阿辛电影（电影解说）,158,6475,41,趣味电影解说 从观影了解你我,https://www.kuaishou.com/profile/3x9ijh6aswr2wbi
207,二婷电影,683,311.2万,42,关注二婷，给你分享更多精彩电影。,https://www.kuaishou.com/profile/3xaucem2jq97i46
208,开心电影解说,0,6063,3,➕v   ywzx1152,https://www.kuaishou.com/profile/3xw7rsm8hp3gcri
209,黑马电影解说,3,2.4万,1,不一样的观影，不一样的人生。,https://www.kuaishou.com/profile/3xkn4xm9n3q96wm
210,电影解说＠精彩小品,62,8986,893,感谢快手提供平台 有想一起玩快手，播剧的联系我 天天更新，带你开心，带你嗨 🌐号gxf8888899999 出主播同款素材及其他素材 想学的丝信,https://www.kuaishou.com/profile/3x9p6nek642au99
211,阿飞电影解说,15,1万,1,感谢快手平台❤️❤️ 品视频，享人生 开心快乐每一天,https://www.kuaishou.com/profile/3xdwk3de7idrxy6
212,乌蝇电影解说,33,1.2万,885,看电影，悟人生。,https://www.kuaishou.com/profile/3xr4kup43i9kdsw
213,秋笙电影解说,221,6.4万,13,感谢快手平台！ 坚持每日更新！,https://www.kuaishou.com/profile/3xm5b73inak4t54
214,清歌电影解说,208,2.6万,95,🍏爱影视  爱剪辑 🍎爱快手  爱你们 🍅关注我  不迷路 第一时间更新精彩内容,https://www.kuaishou.com/profile/3x45297hps6pkts
215,小熊电影解说,9,12,54,喜欢电影解说  也喜欢你,https://www.kuaishou.com/profile/3xzqh2m3ej38zdy
216,小金口电影解说,29,6532,4,追一部剧，品一个故事；追百部剧，品百味人生。,https://www.kuaishou.com/profile/3x4ua6t62pvap7q
217,萧凡电影解说,421,7284,49,专注影视解说 想看完整版电影点击视频左下角！,https://www.kuaishou.com/profile/3xvuiffvpw9ap3e
218,电影解说师,90,1.4万,192,一部电影，一场感悟，风里雨里我在快手等你！,https://www.kuaishou.com/profile/3xp8t9ki7rubdms
219,梦想电影解说,7,8万,43,感谢快手  感谢官方 承蒙厚爱  感谢支持 如有侵权必删,https://www.kuaishou.com/profile/3x23p4j2k87v75c
220,暗夜星空电影解说,44,7462,203,💞每天分享精彩电影解说 💞💞感谢您的关注,https://www.kuaishou.com/profile/3xyhypwgd8dx3e2
221,糖糖电影解说,310,6899,3,乔治的信箱欢迎留言,https://www.kuaishou.com/profile/3x3t7h7w3xzbujg
222,深海电影解说,0,9772,24,🌈传递正能量 🙏感谢关注 电影不只是电影🎦,https://www.kuaishou.com/profile/3xsp247q28f3j5i
223,浩宇电影解说,96,2.4万,24,喜欢看电影 电视剧 综艺 大家一起看看吧,https://www.kuaishou.com/profile/3xduu7bna7tezuq
224,电影解说妹,87,1.2万,19,看一部电影  分享一种心情,https://www.kuaishou.com/profile/3xhtqr3jniiruty
225,女大电影解说,1709,1.2万,2,专注电影解说， 请大家多多支持，,https://www.kuaishou.com/profile/3xurj9m53ed3mnm
226,电影解说，影视剪辑,343,2.3万,150,感谢官方 美好生活离不开快手相伴 心若没有栖息的地方，到哪里都是流浪🔫,https://www.kuaishou.com/profile/3xh4t75imj86cwq
227,大象电影解说,342,1.7万,304,精彩作品分享 太累可以用来放松下哦 感恩快手官方,https://www.kuaishou.com/profile/3x4fhpiv8esacq6
228,沐子电影解说,24,1.7万,123,影视剪辑爱好者 每日更新 经典推荐 只做精品 来了别走哦 承蒙各位朋友喜爱 喜欢的朋友➕关祝,https://www.kuaishou.com/profile/3xjrbhts7ea3npw
229,招财猫电影解说,60,7247,15,👊一只会说话的招财猫 👊希望大家能够喜欢,https://www.kuaishou.com/profile/3x3p52p77cmsjye
230,咪象电影解说,73,7879,1,,https://www.kuaishou.com/profile/3xcqjyb3y9ftgkk
231,小咻咻电影解说,35,2.6万,8,很我一起学剪辑，实现财富自由！,https://www.kuaishou.com/profile/3xkhjcj2h67k4tk
232,小陈电影解说,143,6677,4409,看电影品味人生，你观看我讲解！,https://www.kuaishou.com/profile/3x9fpdry3fcij2i
233,东北味儿电影解说,106,2.5万,532,能给你带来开怀一笑，是我最大的快乐,https://www.kuaishou.com/profile/3x7x8t4hzkbfxsk
234,狼眼电影解说,96,5929,1666,🐚感谢快手官方提供的绿色平台🐚,https://www.kuaishou.com/profile/3xz4djd6qijgzv4
235,六月电影解说,8,2.8万,29,,https://www.kuaishou.com/profile/3xm64dcsuyctx29
236,小涵电影解说,242,1.5万,4101,影视剪辑爱好者 每日更新 经典推荐 只做精品 来了别走哦 💗感谢快手，感谢官方💗,https://www.kuaishou.com/profile/3x5qnia6v7pupiw
237,冬冬电影解说,69,9996,3660,人生就像一部电影，每个人都是主角，每个人又都是配角，悲欢离合，喜怒哀乐是能若此深刻的体会。有时笑，有时哭。电影的时长一般是一个多小时，而自己人生的这部电影却是一生……不经意间，上半场就过去了，而后半场还在自己手中，一点一滴都在继续中……  希望每个人都能把握好现在，走完精彩的后半生。,https://www.kuaishou.com/profile/3xtzvx3jrti3vyi
238,狗哥电影解说,20,1.1万,832,,https://www.kuaishou.com/profile/3xd9q8i6pn3z7ti
239,心声电影,838,79.6万,3,,https://www.kuaishou.com/profile/3x2y3g7zrq3ste6
240,一本正经电影解说,6,90,3,承蒙厚爱。谢谢你们的每一个人的关注 和红心   于支持十分感谢。,https://www.kuaishou.com/profile/3xp9swe97sagfyg
241,小雨电影,1980,76.7万,304,视频来源网络，侵权私信联删,https://www.kuaishou.com/profile/3xgm9hf54cmnqra
242,暮云电影,660,139.3万,791,总有一部电影，让你感觉很哇塞！ 完整版点左下角↙️观看！,https://www.kuaishou.com/profile/3x5yas5hu4bp3xs
243,墨白电影,101,98.3万,5,假如说海鸟和鱼相爱是一场意外的话，能遇上你，也是我最美丽的意外！,https://www.kuaishou.com/profile/3xk5vwn6suyzuya
244,小太阳电影解说,159,1.2万,32,每天不断更新电影解说 有兴趣的可以点个关注,https://www.kuaishou.com/profile/3xzeqaaivkwx95w
245,有缘电影,706,57.1万,55,✨精彩电影  一剪到底 ✨感谢您的关注 ✨🛰️：Ning122n,https://www.kuaishou.com/profile/3xtay2sh2tczf2q
246,老东电影解说,45,1.5万,1729,老东电影解说，欢迎围观，感谢关注。电影视频来源于网络，如有侵权联删谢谢。,https://www.kuaishou.com/profile/3x532vsbixy22wk
247,灵猴电影解说,128,1万,67,🙉电影解说 🐒一部电影一个故事  🐵专做科幻，奇幻 电影  🙊感谢你的陪伴,https://www.kuaishou.com/profile/3xgys7hhchhq3jc
248,北陌电影解说,7,6万,1292,感谢大家关注  想学24小时无人直播赚米  合作V 983809738,https://www.kuaishou.com/profile/3xjm6vhvhp6xswe
249,小王电影解说,7,1.6万,609,AcFun,https://www.kuaishou.com/profile/3x4dbn9pf3dr95e
250,😁东梅电影解说,49,8081,246,深度影视解说 感谢平台 感谢支持,https://www.kuaishou.com/profile/3xakh7dwi6z5n7s
251,木偶电影解说,135,1.1万,23,😘喜欢恐怖重口电影 😍承蒙厚爱  每日一更,https://www.kuaishou.com/profile/3xipgwyf3nazzj4
252,热门动画电影解说🎬,302,7094,940,salon: karton 990,https://www.kuaishou.com/profile/3xmsr2mfve5t8di
253,星仔电影解说,574,9841,4948,电影解说@喜欢黄家驹Beyond一起支持下小弟。以后没事直播自己王者荣耀，希望大家帮忙关注看看我的直播谢谢大家关注我会继续努力。,https://www.kuaishou.com/profile/3xqd4ygum4hzdci
254,感恩电影解说,30,9.1万,227,感谢官方 感谢关注 农家军正能量官方正能量,https://www.kuaishou.com/profile/3xw2e26wphrb7u2
255,三妮电影解说,8,5919,10,每天更新精彩视频，剪辑学习，xyy771520,https://www.kuaishou.com/profile/3xmtj7r9kc5bw7y
256,春天电影解说,0,8329,199,,https://www.kuaishou.com/profile/3xr5pk5b6qk2ciq
257,电影解说-魅,97,8826,5,❤爱官方,https://www.kuaishou.com/profile/3xfd2ypfqn36ms2
258,二狗电影解说,184,1.4万,50,每天发写好看的电影,https://www.kuaishou.com/profile/3xf8wst8f25qu86
259,晓宇电影解说,12,5895,1,感谢快手平台❤️❤️ 保留完整剧情 给您展现精彩,https://www.kuaishou.com/profile/3xhsti3n6xccnfc
260,布丁电影解说,63,6610,40,刚加入快手关注就别取关了好嘛，后续给你们发福利,https://www.kuaishou.com/profile/3xeffhhdpqwg6q9
261,欣欣电影解说,68,1万,13,,https://www.kuaishou.com/profile/3xcd8r4n56qm2uu
262,教你做电影解说,2,1.2万,101,短视频引导者 影视解说  每日更新 原创剪辑  个性解说  教你一部手机                  解说电影,https://www.kuaishou.com/profile/3xtiqu6ta7dwp9g
263,玩家就是玩（电影解说）,40,6163,0,解锁更多精彩电影🎬,https://www.kuaishou.com/profile/3xk7hkenkrxt9fi
264,电影解说糖,36,1.5万,648,兴趣爱好：王者荣耀,https://www.kuaishou.com/profile/3xjbtshvh3isayc
265,刘哔电影解说,51,6587,1,每天主要更新各种恐怖电影搞笑解说以及国外搞笑视频       v⭐xiaomiangyang1994  不闲聊  请注明来意再加,https://www.kuaishou.com/profile/3x78feu8x2e2gaw
266,三少电影解说,14,8614,15,三生有幸接触到你    三生有幸你我相遇  电影解说我是认真的,https://www.kuaishou.com/profile/3xw4ntp8u2j2p8q
267,小橙子电影解说,8,6189,819,🎬同样的电影…不一样的解读 🎬电影解说 影视剧直播  🎬学习＋v   15303238972,https://www.kuaishou.com/profile/3xzj4qzk95679qu
268,冷阳电影解说,178,1.8万,59,解说各种好看的电影 欢迎关注,https://www.kuaishou.com/profile/3xie8utiiyktvhm
269,阿布~电影解说,645,1.1万,14,感谢快手平台，感谢大家的支持！☕☕☕☕,https://www.kuaishou.com/profile/3xvrndanumegxr9
270,子裕   电影解说,6,112,5,初次创作还请大家多多支持 分享解说精彩 感谢官方大大  感谢关注与支持,https://www.kuaishou.com/profile/3xdqm4qzjjn5dx2
271,咖啡电影,312,86.4万,25,讲别人的故事， 品自己的人生。,https://www.kuaishou.com/profile/3xhsa6un5e5jiqi
272,西瓜_电影解说,104,1万,1,因为热爱，所以专注,https://www.kuaishou.com/profile/3x3wvc932h9tcpk
273,啊喃电影解说,25,1万,2310,,https://www.kuaishou.com/profile/3x62x6n3phur7xk
274,东哥电影解说,110,1.1万,43,❤️：jk666959 继续传播正能量！ 感谢快手官方平台！,https://www.kuaishou.com/profile/3x7uadcr7rtnfmm
275,猫电影解说,4,7253,4868,每日更新 经典推荐 只做精品 来了别走哦 承蒙各位朋友喜爱、喜欢的朋友➕关祝 =�感谢快手=�感谢官方,https://www.kuaishou.com/profile/3xx5jqbgras9sjy
276,极速解说电影解说,207,6940,8,一部一作品 生产队的驴都不敢这么卖力 确定不关注一下吗,https://www.kuaishou.com/profile/3xgaj4id2nin3ps
277,魔方Tv电影解说,4,1.2万,8,谢谢你的关注,https://www.kuaishou.com/profile/3xhra2icjubinqu
278,小韩哥电影解说,44,2.5万,22,,https://www.kuaishou.com/profile/3xc593aa2if2p9s
279,鬟鬟电影解说,104,8869,30,每天更新原创电影解说 感谢关注 原创不易 谢绝搬运,https://www.kuaishou.com/profile/3xjbmdptc2ed66e
280,笑阳电影,49,229.1万,683,感谢官方大大！  合作：xy882888,https://www.kuaishou.com/profile/3xyrv2h85k5jaei
281,懒猫电影,779,85.6万,11,每部电影 都是一段故事 商务合作:xhm4343,https://www.kuaishou.com/profile/3xr99td53rrf6ha
282,小狐电影解说,76,7072,15,感谢🙏各位亲人们的支持与厚爱，我相信缘分会让我们相遇，本人就一个快手号！,https://www.kuaishou.com/profile/3xjq6p353iev9j2
283,子烨电影,433,127万,5,❤️‍🔥惊悚悬疑科幻恐怖欢迎观影 ⚠️创作不易 请勿搬运 发现必究,https://www.kuaishou.com/profile/3xaj84kvfqksfqq
284,瑶瑶解说电影,6,4,3,,https://www.kuaishou.com/profile/3xhxu86pun65r79
285,papi酱,272,495万,4,一个集美貌与才华于一身的女子。 商业合作邮箱：papijiang@papitube.com 【请备注papi+品牌信息】,https://www.kuaishou.com/profile/3xsx74sidgkz2bq
286,ACE-TAO黄子韬,76,3029.8万,7,永恒星龙集团董事长,https://www.kuaishou.com/profile/3xnmwxcy8snpriy
287,李晨,196,1191.6万,28,,https://www.kuaishou.com/profile/3xbitzury6kb35q
288,黄圣依,27,475.4万,19,演员、歌手。代表作品：《功夫》、《白蛇传说》、《碧血剑》、《天仙配》、《冰封侠》等。 运营团队VX：JinGuChuanQi888888   E_mail：313876408@qq.com,https://www.kuaishou.com/profile/3xkvvuedg82qiza
289,孟非,0,222.5万,4,江苏卫视主持人,https://www.kuaishou.com/profile/3xjdhjw5m4cu2fc
290,杨幂,77,2530.1万,2,,https://www.kuaishou.com/profile/3xtm9yqzwmy9rbw
291,王耀庆,234,971.3万,3,王耀庆官方快手账号,https://www.kuaishou.com/profile/3xbm37hjydcqqxa
292,宋晓峰哥,300,1216.2万,387,宋晓峰唯一快手号。  歌曲《亲爱的姑娘》 歌曲《兄弟的情》  不闲聊谢谢。  只为喜欢我的粉丝！  感谢你们的支持。,https://www.kuaishou.com/profile/3xbndvqvp9sy9me
293,芮丹尼-DannyRay,200,541.7万,13,商务V: rezvij (表明合作目的➕）   电影作品《黄飞鸿之王者归来》、《暧昧侦探》、《战地迷情》、《功夫之家》 《小娘惹》《悬崖之上》，《绣春刀 山河之影》 《抓娃娃》 《熊猫计划》,https://www.kuaishou.com/profile/3xwez6exh2dijp2
294,柳岩,702,1051.2万,18,柳岩，演员、主持人、歌手,https://www.kuaishou.com/profile/3xndki69fd3bise
295,乐嘉性格色彩,655,268.2万,6,性格色彩创始人 每月16~18日线下读心术大课,https://www.kuaishou.com/profile/3xzp3ud9j7wa5mm
296,赵四（尼古拉斯）,102,1519.8万,287,演员：刘小光   乡村爱情扮演者：赵四    气质团创始人：尼古拉斯四哥 商务合作请联系 ngls950（注明来意，非诚勿扰）,https://www.kuaishou.com/profile/3xd2avhef2h7d6w
297,王祖蓝,526,2517.2万,29,,https://www.kuaishou.com/profile/3xcw6rc9e5uxuns
298,魏新雨,186,281万,130,代表作：《百花香》《为你祈祷》《恋人心》 《余情未了》《最美的情缘》《伤离别》等… 演出合作V❤️：WXYMUS（备注来意）,https://www.kuaishou.com/profile/3xqu52ppj8fsr4i
299,杨迪,249,724.2万,56,大家好我是杨迪，原来我已经来快手这么久啦？重新玩起来！ 工作联系：yangdijob@163.com,https://www.kuaishou.com/profile/3x2ie2gpyqv8wbm
